471.158264,535.952393,100.571129,0.010000,0.000000,3.129590
483.444794,518.504089,99.862007,-0.020000,0.000000,3.137590
500.136932,506.520538,101.796089,-0.134000,0.000000,3.131590
453.668274,633.318909,87.839287,-0.020000,0.000000,3.137590
402.661346,451.581177,31.821590,0.090000,0.000000,-0.733180
0.000000,0.000000,0.000000,-0.028000,0.000000,1.971600
375.868988,525.841675,101.319290,-0.020000,0.000000,-1.873590
0.000000,0.000000,0.000000,-0.356000,0.000000,-0.648410
0.000000,0.000000,0.000000,-0.132000,0.000000,-0.004410
0.000000,0.000000,0.000000,0.036000,0.000000,2.474370
541.022034,656.225037,74.488922,-0.022000,0.000000,2.715600
219.004654,345.359009,91.267311,-0.008000,0.000000,-1.581595
